sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00341	0	0.0	MS00341	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00341	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00341	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00342	0	0.0	MS00342	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00342	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00342	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00343	0	0.0	MS00343	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00343	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00343	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00344	0	0.0	MS00344	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00344	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00344	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00345	0	0.0	MS00345	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00345	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00345	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00346	0	0.0	MS00346	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00346	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00346	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00347	0	0.0	MS00347	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00347	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00347	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00348	0	0.0	MS00348	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00348	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00348	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00349	0	0.0	MS00349	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00349	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00349	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00350	0	0.0	MS00350	2011-06-16	GAZ:Japan	93-11	21	18	0	Not applicable	rhizosphere 93-11 MS00350	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00350	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00351	0	0.0	MS00351	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00351	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00351	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00352	0	0.0	MS00352	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00352	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00352	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00353	0	0.0	MS00353	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00353	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00353	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00354	0	0.0	MS00354	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00354	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00354	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00355	0	0.0	MS00355	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00355	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00355	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00356	0	0.0	MS00356	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00356	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00356	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00357	0	0.0	MS00357	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00357	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00357	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00358	0	0.0	MS00358	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00358	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00358	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00359	0	0.0	MS00359	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00359	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00359	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00360	0	0.0	MS00360	2011-06-16	GAZ:Japan	kasalath	21	18	0	Not applicable	rhizosphere kasalath MS00360	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00360	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00361	0	0.0	MS00361	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	rhizosphere W106 MS00361	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00361	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00362	0	0.0	MS00362	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	rhizosphere W106 MS00362	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00362	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00363	0	0.0	MS00363	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	rhizosphere W106 MS00363	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00363	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00364	0	0.0	MS00364	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	rhizosphere W106 MS00364	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00364	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00365	0	0.0	MS00365	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	rhizosphere W106 MS00365	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00365	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
1642.MS00366	0	0.0	MS00366	2011-06-16	GAZ:Japan	W106	21	18	0	Not applicable	rhizosphere W106 MS00366	TRUE	60	60.0	True	EMP sample	Host-associated	Plant	Plant rhizosphere	cropland biome	rice field	rhizosphere	plant-associated	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	4-leaf	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00366	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Not applicable	UCSDMI	TRUE	TRUE	Host-associated	Plant	Plant rhizosphere	1642	rhizosphere metagenome	939928	rhizosphere	rhizosphere metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	21	19
